name;title;lore;spell.0.id;spell.0.name;spell.0.description;spell.1.id;spell.1.name;spell.1.description;spell.2.id;spell.2.name;spell.2.description;spell.3.id;spell.3.name;spell.3.description;passive.name;passive.description
Taliyah;Tisseuse de pierres;Taliyah est une mage issue des tribus nomades de Shurima, déchirée entre l'émerveillement de la jeunesse et les responsabilités des adultes. Elle a déjà traversé pratiquement tout Valoran pour découvrir la véritable nature de ses pouvoirs toujours plus puissants, avant d'être récemment retournée dans sa tribu pour la protéger. Certains se méprennent sur sa compassion et paient leur erreur au prix fort : sous son attitude joviale, Taliyah dissimule une volonté de fer capable de déplacer les montagnes et un esprit assez féroce pour faire trembler la terre.;TaliyahQ;Rafale filée;Taliyah lance une rafale de pierres dans une direction ciblée tout en se déplaçant librement. Cela crée un sol ouvragé sous ses pieds. Si Taliyah lance Rafale filée en se trouvant sur un sol ouvragé, elle consomme ce sol et lance un rocher plus puissant qui ralentit les ennemis.;TaliyahWVC;Poussée sismique;Taliyah provoque l'éruption d'une zone du sol, ce qui projette les ennemis dans la direction de son choix.;TaliyahE;Défilage tellurique;Taliyah crée un champ de mines ralentissant. Si des ennemis effectuent une ruée ou sont projetés par-dessus, les mines explosent et les étourdissent.;TaliyahR;Mur de la tisseuse;Taliyah crée un très long mur et surfe ensuite dessus.;Surf tellurique;Taliyah augmente sa vitesse de déplacement lorsqu'elle est près des murs.
Talon;Lame des ténèbres;Talon est la dague cachée dans l'ombre, un assassin impitoyable, capable de frapper sans prévenir et de fuir avant que l'alerte ne soit donnée. Il a acquis une dangereuse réputation dans les brutales rues de Noxus, où il a été contraint de se battre, de tuer et de voler pour survivre. Adopté par la tristement célèbre famille Du Couteau, il use maintenant de ses talents au service de l'empire, assassinant les chefs, capitaines et héros ennemis... mais aussi tout Noxien qui aurait attiré l'ire de ses maîtres.;TalonQ;Diplomatie noxienne;Talon poignarde l'unité ciblée. S'il est en mêlée, cette attaque inflige des dégâts critiques. S'il est à distance, Talon saute sur la cible avant de la poignarder. Talon regagne des PV et le délai de récupération est réduit si la compétence tue la cible.;TalonW;Ratissage;Talon projette une volée de lames qui reviennent ensuite vers lui, infligeant des dégâts physiques à chaque fois qu'elles transpercent un ennemi. En revenant, les lames infligent des dégâts supplémentaires et ralentissent les unités touchées.;TalonE;Voie de l'assassin;Talon saute par-dessus n'importe quel terrain ou bâtiment, jusqu'à une distance maximale. Cette compétence a un court délai de récupération, mais le terrain franchi a un long délai de récupération.;TalonR;Assaut ténébreux;Talon projette des lames autour de lui et devient invisible, augmentant sa vitesse de déplacement. Quand Talon redevient visible, les lames reviennent vers lui. Chaque fois que les lames se déplacent, Assaut ténébreux inflige des dégâts physiques aux ennemis touchés par au moins une lame.;Saignée fatale;Les compétences de Talon blessent les champions et les grands monstres (cumulable 3 fois). Quand Talon lance une attaque de base sur un champion portant 3 effets Blessure, ce champion se met à saigner et subit d'importants dégâts sur la durée.
Taric;Bouclier de Valoran;Taric est la Manifestation du Protecteur, doté d'un incroyable pouvoir en tant que gardien de la vie, de l'amour et de la beauté sur Runeterra. Couvert d'opprobre pour avoir abandonné son devoir et exilé de sa terre natale de Demacia, Taric a entrepris l'ascension du Mont Targon en quête de rédemption et s'est découvert une mission supérieure au sein des étoiles. Imprégné de la force antique de Targon, le Bouclier de Valoran monte désormais constamment la garde contre la corruption insidieuse du Néant.;TaricQ;Bénédiction stellaire;Rend des PV aux champions alliés proches en fonction du nombre de charges stockées. Les attaques renforcées par Plastronneur octroient une charge de Bénédiction stellaire.;TaricW;Bastion;Augmente passivement l'armure de Taric et de tout champion allié affecté par Bastion.<br><br>À l'activation, offre un bouclier à un allié et ce dernier bénéficie de l'effet Bastion aussi longtemps qu'il reste près de Taric. Les sorts de Taric se lancent également depuis l'allié affecté par Bastion.;TaricE;Éblouissement;Taric prépare un rayon de lumière stellaire qui, après un bref délai, inflige des dégâts magiques et étourdit les ennemis.;TaricR;Lumière cosmique;Après un délai, nimbe les champions alliés proches d'énergie cosmique, les rendant invulnérables pendant un court instant.;Plastronneur;Lancer des sorts renforce les 2 prochaines attaques de base de Taric, leur permettant d'infliger des dégâts magiques supplémentaires, de réduire les délais de récupération de ses sorts et de s'enchaîner rapidement.
Teemo;Éclaireur de Bandle;N'ayant pas peur de braver les obstacles les plus dangereux, Teemo explore le monde avec un enthousiasme débordant et une bonne humeur contagieuse. Yordle au sens moral inflexible, il suit fièrement les préceptes du Code des éclaireurs de Bandle, parfois avec tant d'empressement qu'il en oublie les conséquences néfastes de ses actions. Pour certains, l'existence même des éclaireurs est à remettre en cause. Mais ce qu'il ne faut surtout pas remettre en cause, ce sont les convictions de Teemo !;TeemoQ;Fléchette aveuglante;Un puissant venin obscurcit la vue de l'ennemi, infligeant des dégâts à la cible et l'aveuglant pendant la durée de l'effet.;TeemoW;Vélocité;La vitesse de déplacement de Teemo est passivement augmentée jusqu'à ce qu'il soit frappé par un champion ennemi ou une tourelle ennemie. Teemo peut sprinter pour gagner un bonus temporaire en vitesse de déplacement qui n'est pas annulé si Teemo est touché.;TeemoE;Tir toxique;Toutes les attaques de Teemo empoisonnent la cible, infligeant des dégâts à l'impact puis chaque seconde pendant 4 sec.;TeemoR;Piège nocif;Teemo se sert d'un des champignons stockés dans son sac à dos pour lancer un piège explosif. Si un ennemi marche sur le piège, un nuage empoisonné s'en échappe, ralentit les ennemis et leur inflige des dégâts sur la durée. Les champignons lancés sur d'autres champignons rebondissent et ont ainsi une plus grande portée.;Guérilla;Si Teemo reste immobile et sans agir pendant un court instant, il devient invisible indéfiniment. Dans les herbes hautes, Teemo peut activer et maintenir son invisibilité tout en se déplaçant. Quand il quitte son invisibilité, Teemo profite de l'Effet de surprise, augmentant sa vitesse d'attaque pendant quelques secondes.
Thresh;Garde aux chaînes;Sadique mais rusé, Thresh est un ambitieux spectre des Îles obscures. Autrefois le gardien d'innombrables secrets des arcanes, il fut terrassé par un pouvoir plus grand que la vie ou la mort, et il s'alimente maintenant des souffrances et des tourments qu'il inflige à d'autres avec une inventivité cruelle. Les souffrances de ses victimes ne se limitent pas à leur enveloppe mortelle, car Thresh fait agoniser leurs âmes, les emprisonnant pour l'éternité dans sa lanterne impie.;ThreshQ;Peine capitale;Thresh ligote un ennemi dans ses chaînes et l'attire vers lui. Activer cette compétence une deuxième fois attire Thresh vers l'ennemi.;ThreshW;Lien des ténèbres;Thresh lance une lanterne qui protège les champions alliés proches contre les dégâts. Les alliés peuvent cliquer sur la lanterne pour se ruer vers Thresh.;ThreshE;Fauchage;Les attaques de Thresh se chargent, infligeant davantage de dégâts s'il attend plus entre les attaques. À l'activation, Thresh effectue un fauchage avec sa chaîne, envoyant tous les ennemis touchés dans la direction du coup.;ThreshRPenta;La cage;Une prison dont les murs ralentissent et blessent les ennemis qui les brisent.;Damnation;Thresh peut collecter les âmes des ennemis qui meurent près de lui, augmentant définitivement son armure et sa puissance.
Tristana;Canonnière yordle;Si bon nombre d'autres yordles utilisent leur énergie débordante pour explorer, découvrir, inventer ou plus simplement jouer de mauvais tours, Tristana a toujours puisé son inspiration dans les récits des grands guerriers. Elle avait beaucoup entendu parler de Runeterra, de ses factions et de ses guerres, et elle pensait que les yordles aussi avaient l'étoffe des légendes. Dès son arrivée dans ce monde, elle s'équipa de son fidèle canon Boomer pour se jeter au combat avec un courage et un optimisme sans bornes.;TristanaQ;Tir rapide;"Tristana tire plus rapidement avec son arme ; sa vitesse d'attaque est augmentée temporairement.";TristanaW;Saut roquette;Tristana pointe son arme vers le sol et tire pour se propulser jusqu'à une destination éloignée, infligeant des dégâts aux unités proches et les ralentissant pendant un court instant à l'atterrissage.;TristanaE;Charge explosive;Lorsque Tristana élimine une unité, ses projectiles explosent et infligent des dégâts aux ennemis proches. Peut être activé pour placer sur une cible ennemie une bombe qui explose après un court moment, infligeant des dégâts aux unités proches.;TristanaR;Tir à impact;Tristana charge un énorme boulet de canon dans son arme et tire sur une unité ennemie, ce qui inflige des dégâts magiques et repousse la cible. Si la cible porte une Charge explosive, le rayon de déflagration de la charge est doublé.;Tir de précision;Augmente la portée d'attaque de Tristana quand elle gagne un niveau.
Trundle;Roi des trolls;Trundle est un troll massif, sournois et malicieux. Il n'y a rien qu'il ne puisse soumettre à sa volonté avec son gourdin, pas même Freljord. Extrêmement territorial, Trundle traque tous ceux qui sont assez fous pour pénétrer sur ses terres. Ensuite, armé de son imposante massue en glace pure, il fait trembler ses ennemis avant de leur planter des éclats de glace dans le corps et de se moquer d'eux tandis que la toundra absorbe leur sang.;TrundleTrollSmash;Morsure;Trundle mord un ennemi, lui infligeant des dégâts, le ralentissant un court instant et drainant ses dégâts d'attaque.;trundledesecrate;Royaume gelé;Trundle s'approprie la zone cible, augmentant sa vitesse d'attaque, sa vitesse de déplacement et les soins qu'il reçoit de toutes les sources.;TrundleCircle;Montagne de glace;Trundle crée une montagne de glace sur la zone cible, ce qui bloque le passage et ralentit les unités ennemies proches.;TrundlePain;Soumission;Trundle vole immédiatement un pourcentage des PV, de l'armure et de la résistance magique de sa cible. Ensuite, le nombre de PV, de points d'armure et de résistance magique volés double en 4 sec.;Tribut du roi;Quand une unité ennemie meurt près de Trundle, il récupère un pourcentage des PV max de celle-ci.
Tryndamere;Roi barbare;Poussé par une rage infinie, Tryndamere traverse Freljord et parfait sa maîtrise du combat en défiant les plus grands guerriers du nord, pour se préparer aux jours sombres qui s'annoncent. Longtemps dominé par sa haine, il cherchait à se venger de l'annihilation de son clan, mais il a depuis rencontré Ashe et trouvé un nouveau foyer auprès des Avarosans. Sa force est pratiquement surhumaine et son courage légendaire, et cela lui a permis de remporter avec ses nouveaux alliés d'innombrables victoires plus qu'improbables.;TryndamereQ;Soif de sang;Tryndamere s'épanouit lors des combats, ce qui accroît ses dégâts d'attaque au fur et à mesure qu'il subit des blessures. Il peut lancer Soif de sang pour consommer sa Fureur et se soigner.;TryndamereW;Moquerie;Tryndamere lance un hurlement, réduisant les dégâts d'attaque des champions proches. De plus, les ennemis ayant le dos tourné voient leur vitesse de déplacement être réduite.;TryndamereE;Balafre;Tryndamere lance un coup de taille vers une unité ciblée, infligeant des dégâts aux ennemis sur son chemin.;UndyingRage;Rage inépuisable;La soif de combattre de Tryndamere devient si puissante qu'il ne peut pas mourir, quelles que soient les blessures qu'il subit.;Vague de violence;Tryndamere gagne de la Fureur à chaque attaque, coup critique et coup de grâce qu'il inflige. La Fureur augmente passivement ses chances de coup critique et elle peut être utilisée par sa compétence Soif de sang.
Twisted Fate;Maître des cartes;Twisted Fate est un virtuose des cartes à la réputation ambiguë qui a parcouru le monde entier pour l'éblouir de son charme et de ses talents, s'attirant l'admiration et la haine des riches comme des pigeons. Il prend rarement les choses au sérieux, salue chaque nouveau jour avec un sourire moqueur et insouciant. Twisted a toujours un atout dans sa manche, au propre comme au figuré.;WildCards;Atouts;Twisted Fate tire trois cartes qui infligent des dégâts à toutes les unités qu'elles transpercent.;PickACard;Bonne pioche;Twisted Fate choisit une carte dans son paquet et l'utilise pour l'attaque suivante, gagnant des effets supplémentaires.;CardmasterStack;Paquet;Twisted Fate inflige des dégâts supplémentaires toutes les 4 attaques. En outre, sa vitesse d'attaque est augmentée.;Destiny;Destinée;Twisted Fate prédit le destin de ses ennemis, révélant les champions ennemis et permettant d'utiliser Portail, ce qui téléporte Twisted Fate à un endroit de la carte en 1.5 sec.;Dé pipé;Quand il tue une unité, Twisted Fate lance son dé ''porte-bonheur'' et reçoit entre 1 et 6 PO supplémentaires.
Twitch;Semeur de peste;Rat de Zaun, pesteux de naissance, connaisseur en saleté par passion, Twitch n'a pas peur de se salir les pattes. Armé d'une arbalète chimique qu'il pointe droit sur le cœur de Piltover, Twitch s'est juré de montrer aux gens de la surface à quel point ils sont vraiment sales. Toujours furtif et insaisissable, quand il ne traîne pas dans le Puisard, il fouille dans les déchets à la recherche de trésors qu'il est le seul à apprécier... ou d'un morceau de sandwich.;TwitchHideInShadows;Embuscade;Twitch se camoufle pendant un court instant et sa vitesse de déplacement est augmentée. Quand il quitte son camouflage, sa vitesse d'attaque est augmentée pendant un court instant.<br><br>Quand un champion ennemi affecté par Venin mortel meurt, le délai de récupération d'Embuscade prend fin.;TwitchVenomCask;Dose de venin;Twitch projette une dose de venin qui explose sur une zone, ralentissant les cibles et leur infligeant Venin mortel.;TwitchExpunge;Contamination;Twitch contamine encore plus les ennemis empoisonnés avec de terribles maladies.;TwitchFullAutomatic;Panique;Twitch libère toute la puissance de son arbalète, tirant des carreaux à longue portée qui transpercent tous les ennemis touchés.;Venin mortel;Les attaques de base de Twitch contaminent sa cible, lui infligeant des dégâts bruts chaque seconde.
Udyr;Gardien des esprits;Udyr est le plus puissant des Gardiens des esprits, il communie avec l'ensemble des esprits qui habitent Freljord. Il comprend leurs besoins avec empathie et il est capable de canaliser et de transformer leur énergie éthérée pour alimenter son propre style de combat primitif. Il cherche l'équilibre intérieur pour que son esprit ne se perde pas parmi les autres, mais il cherche également l'équilibre à l'extérieur, car le paysage mystique de Freljord ne peut prospérer qu'avec la croissance engendrée par le conflit et la lutte. Udyr sait qu'il faut faire des sacrifices pour tenir à distance la stagnation des temps de paix.;UdyrQ;Griffe sauvage;Udyr gagne de la vitesse d'attaque et ses deux prochaines attaques infligent des dégâts physiques supplémentaires. Réactivation : Udyr gagne encore plus de vitesse d'attaque et ses deux prochaines attaques font tomber la foudre sur la cible.;UdyrW;Cape de fer;Udyr gagne un bouclier et ses deux prochaines attaques lui rendent des PV. Réactivation : Udyr gagne un bouclier encore plus puissant et récupère des PV selon ses PV max en quelques secondes.;UdyrE;Piétinement flamboyant;Udyr gagne de la vitesse de déplacement et sa première attaque contre chaque cible étourdit celle-ci. Réactivation : Udyr gagne encore plus de vitesse de déplacement et devient immunisé contre les effets immobilisants pendant quelques secondes. ;UdyrR;Tempête spirituelle;Udyr s'entoure d'une tempête glaciale, blessant et ralentissant les ennemis proches. Réactivation : Udyr renforce et libère la tempête. Elle suit alors les ennemis et inflige des dégâts supplémentaires.;Canalisation des esprits;Udyr possède quatre compétences de base qu'il peut utiliser pour changer de posture. Réactiver une compétence renouvelle ses effets et en ajoute d'autres. De plus, après avoir utilisé une compétence, les deux prochaines attaques d'Udyr gagnent de la vitesse d'attaque.
Urgot;Broyeur;Autrefois, Urgot était un puissant bourreau noxien. Il fut trahi par l'empire pour lequel il avait tant tué. Ceint de chaînes de fer, il fut contraint d'apprendre le vrai sens de la force dans les Oubliettes, une mine de forçats située dans les profondeurs de Zaun. Il put émerger à l'occasion d'un désastre qui jeta toute la ville dans le chaos. À présent, son ombre imposante s'étend dans son empire criminel souterrain. Levant sur ses victimes les chaînes qui le maintenaient naguère en esclavage, il veut purger son nouveau foyer, nouvelle croisée des douleurs, de tous ceux qu'il en estime indignes.;UrgotQ;Torpille corrosive;Tire une torpille dans la zone ciblée. L'explosion inflige des dégâts physiques aux ennemis et les ralentit.;UrgotW;Géhenne;Urgot ralentit tout en déchargeant son arme sur les ennemis proches. Il vise en priorité les champions ennemis qu'il a récemment frappés avec d'autres compétences et il déclenche Flammes purificatrices.;UrgotE;Mépris;Urgot fonce dans une direction, s'entoure d'un bouclier et piétine les ennemis sur son passage (hors champions). S'il percute un champion ennemi, il s'arrête et le projette hors de son chemin.;UrgotR;Règne de la terreur;Urgot tire un trépan qui empale le premier champion ennemi touché. Si ce champion tombe sous un certain seuil de PV, Urgot considère qu'il est trop faible et peut l'exécuter.;Flammes purificatrices;Les attaques de base et Géhenne d'Urgot font jaillir des jets de flammes de ses jambes, infligeant des dégâts physiques.
Varus;Flèche de la vengeance;Membre de la race antique des Darkin, Varus était en son temps un assassin cruel qui aimait torturer ses ennemis, les conduisant jusqu'aux portes de la folie avant de les achever d'une flèche. À la fin de la Guerre des Darkin, il fut emprisonné. Des siècles plus tard, il s'évada en utilisant la chair recomposée de deux chasseurs d'Ionia : l'ayant relâché par imprudence, ils furent condamnés à porter l'arc lié à l'essence de Varus. Varus traque désormais ceux qui l'ont enfermé pour se venger, mais les âmes des mortels à l'intérieur de lui s'opposent à ses desseins de toutes leurs forces.;VarusQ;Flèche perforante;Varus effectue un tir puissant dont les dégâts et la portée augmentent avec la durée de la charge.;VarusW;Carquois meurtri;Passive : les attaques de base de Varus infligent des dégâts magiques supplémentaires ainsi que Meurtrissure. Les autres compétences de Varus déclenchent Meurtrissure, infligeant des dégâts magiques en fonction des PV max de la cible. Active : Varus renforce sa prochaine Flèche perforante.;VarusE;Pluie de flèches;Varus tire une pluie de flèches qui inflige des dégâts physiques et souille le sol. Le sol souillé réduit la vitesse de déplacement des ennemis et réduit les soins qu'ils reçoivent et leur régénération.;VarusR;Chaîne corruptrice;Varus lance une vrille de corruption qui blesse et immobilise le premier champion ennemi touché et qui se propage ensuite vers les champions non infectés proches, les immobilisant eux aussi en les touchant.;Vengeance incarnée;Quand il tue un ennemi ou quand il réussit une assistance, Varus gagne temporairement des dégâts d'attaque et de la puissance. Ce bonus est plus important si l'ennemi tué est un champion.
Vayne;Chasseresse nocturne;Shauna Vayne est une chasseuse de monstres mortelle et sans scrupule. Originaire de Demacia, elle voue sa vie à la destruction du démon qui a assassiné sa famille. Armée d'une arbalète montée sur son poignet et dotée d'un cœur rongé par le désir de vengeance, elle n'est heureuse que quand elle assassine les praticiens ou les créations des arts obscurs en les frappant depuis l'ombre avec une volée de carreaux d'argent.;VayneTumble;Roulade;Vayne fait une roulade et se positionne pour mieux viser. Sa prochaine attaque inflige des dégâts supplémentaires.;VayneSilveredBolts;Carreaux d'argent;Vayne trempe ses carreaux dans de l'argent, un métal nocif pour les êtres maléfiques. La troisième attaque ou compétence consécutive contre une même cible inflige un pourcentage des PV max de la cible sous forme de dégâts bruts supplémentaires.;VayneCondemn;Condamnation;Vayne prend l'arbalète qu'elle porte sur le dos et tire un carreau gigantesque sur sa cible, lui infligeant des dégâts et la projetant en arrière. Si la cible percute le décor, elle est empalée, ce qui lui inflige des dégâts supplémentaires et l'étourdit.;VayneInquisition;Combat ultime;"Vayne se prépare à un combat épique ; ses dégâts d'attaque augmentent, elle devient invisible pendant Roulade, le délai de récupération de Roulade est réduit et le bonus de vitesse de Chasseresse nocturne est augmenté.";Chasseresse nocturne;Vayne traque sans relâche les êtres malfaisants, gagnant de la vitesse de déplacement vers les champions ennemis proches.
Veigar;Seigneur des maléfices;Maître enthousiaste de la magie noire, Veigar s'est approprié des pouvoirs que peu de mortels osent approcher. Habitant de Bandle à l'esprit libre, il veut repousser les limites de la magie yordle et se tourner vers les textes arcaniques qui sont restés cachés des millénaires. Fasciné jusqu'à l'obstination par les mystères de l'univers, Veigar est souvent sous-estimé par les gens qui l'entourent. Bien qu'il se croie fondamentalement maléfique, il possède une moralité qui le mène à s'interroger sur ses motivations.;VeigarBalefulStrike;Coup malin;Veigar lance une boule d'énergie des ténèbres, infligeant des dégâts magiques aux deux premiers ennemis touchés. Les unités tuées par ce sort confèrent à Veigar un gain de puissance permanent.;VeigarDarkMatter;Matière noire;Veigar fait tomber de la matière noire pour infliger des dégâts magiques à ses adversaires. Les effets Pouvoir maléfique phénoménal cumulés réduisent le délai de récupération de Matière noire.;VeigarEventHorizon;Profanation;Veigar distord l'espace dans la zone ciblée, créant une cage qui étourdit les ennemis qui la traversent.;VeigarR;Explosion primordiale;Lance de l'énergie explosive sur le champion ennemi ciblé, infligeant d'importants dégâts magiques qui augmentent avec les PV manquants de la cible.;Pouvoir maléfique phénoménal;Veigar est le plus grand mal qui ait jamais frappé Runeterra, et son pouvoir est encore en pleine croissance ! Frapper un champion ennemi avec un sort, tuer un champion ou effectuer une assistance octroie à Veigar un bonus permanent en puissance.
Vel'Koz;Œil du Néant;On ne sait pas trop si Vel'Koz fut le premier monstre du Néant à émerger à Runeterra, mais il est certain qu'aucun autre n'a jamais égalé la froideur calculatrice de sa cruauté. Alors que ses semblables dévorent ou profanent tout ce qui les entoure, il cherche à étudier le royaume physique et les étranges êtres belliqueux qui l'habitent. Selon lui, c'est ainsi que le Néant trouvera comment exploiter leurs faiblesses. Mais Vel'Koz n'est pas qu'un observateur passif. Il répond à toute menace avec des éruptions mortelles de plasma ou en déchirant le tissu même du monde.;VelkozQ;Fission du plasma;Vel'Koz tire un projectile de plasma qui se divise en deux quand il touche un ennemi ou quand le sort est réactivé. Le projectile ralentit et blesse à l'impact.;VelkozW;Ouverture de faille;Vel'Koz ouvre une faille vers le Néant, infligeant des dégâts initiaux. Après un court délai, la faille explose et inflige des dégâts secondaires.;VelkozE;Dislocation tectonique;Vel'Koz provoque une explosion dans une zone, projetant les ennemis dans les airs et repoussant légèrement les ennemis proches.;VelkozR;Désintégrateur de formes de vie;Vel'Koz tire un rayon canalisé qui suit le curseur pendant 2.5 sec et inflige des dégâts magiques. Les champions ennemis qui sont des sujets d'étude (affectés par Décomposition organique) subissent à la place des dégâts bruts.;Décomposition organique;Les compétences de Vel'Koz appliquent des effets <keywordName>Décomposition organique</keywordName> aux ennemis touchés. À 3 effets cumulés, l'ennemi subit une explosion de dégâts bruts.
Vex;Ombre du désespoir;Au cœur des terribles Îles obscures et de leur brume spectrale, une yordle solitaire se complaît dans son malheur. Vex se protège de la gaieté, de l'excitation et des gens « normaux » dont le monde extérieur regorge grâce à une dose inépuisable d'apitoiement et à une ombre puissante. Même si l'ambition lui fait défaut, on peut compter sur elle pour ternir le bonheur des autres et éloigner tous ceux qui voudraient l'approcher avec sa morosité magique.;VexQ;Mistral perdant;Vex lance un projectile qui inflige des dégâts et qui accélère pendant son vol.;VexW;Lâchez-moi !;Vex gagne un bouclier et blesse les ennemis proches.;VexE;Ténèbres imminentes;Vex invoque une zone qui blesse et ralentit les ennemis en plus d'appliquer Désespoir sur eux.;VexR;Déferlement d'Ombre;Vex tire un projectile qui marque un champion ennemi. Elle peut réactiver cette compétence pour se ruer sur cet ennemi et lui infliger des dégâts.;Malheur et Désespoir;Vex est régulièrement renforcée, ce qui permet à sa prochaine compétence de base d'effrayer les ennemis et d'interrompre les ruées. Chaque fois qu'un ennemi proche fait une ruée, Vex applique une marque qui, si elle est consommée, inflige des dégâts supplémentaires et réduit le délai de récupération du renforcement.
Vi;Cogne de Piltover;Élevée dans les quartiers louches de Zaun, Vi est une femme sans peur, mais pas sans reproche, au tempérament bouillant, impulsif, qui n'a qu'un respect mesuré pour l'autorité. Elle a toujours été une survivante astucieuse, que ce soit lorsqu'elle troublait l'ordre public de Piltover pendant sa jeunesse, ou lors de son séjour injustement long à la prison de Stillwater. Aujourd'hui, elle travaille avec les pacifieurs de Piltover pour maintenir l'ordre plutôt que le troubler, et elle se sert pour cela de puissants gantelets Hextech qui n'ont peur de frapper ni les plus épais murs de briques ni les criminels.;ViQ;Brise-coffre;Vi charge ses gants et balance un coup de poing destructeur qui l'entraîne vers l'avant. Les ennemis touchés sont repoussés et subissent un effet Coups fracassants.;ViW;Coups fracassants;Les coups de poing de Vi brisent l'armure de son adversaire, infligeant des dégâts supplémentaires et augmentant sa vitesse d'attaque.;ViE;Force implacable;La prochaine attaque de Vi traversera sa cible, infligeant des dégâts aux ennemis qui se trouvent derrière.;ViR;Mise en demeure;Vi fonce sur un ennemi, écartant ceux qui sont sur son passage. Quand elle atteint sa cible, elle la projette dans les airs, saute par-dessus et la renvoie au sol.;Bouclier antichoc;Vi charge un bouclier sur la durée. Le bouclier peut être activé en frappant un ennemi avec une compétence.
Viego;Roi déchu;Autrefois souverain d'un royaume perdu depuis longtemps, Viego mourut il y a plus de mille ans lorsqu'il tenta de ramener sa femme d'entre les morts. Cela causa la catastrophe magique connue sous le nom de la Ruine. Devenu un puissant spectre torturé par le désir obsessionnel de retrouver sa reine morte depuis des siècles, Viego est désormais le Roi déchu. Il contrôle la Nuit de l'horreur et parcourt Runeterra pour trouver un moyen de ramener sa bien-aimée, détruisant tout sur son passage avec la Brume noire qui se répand inlassablement depuis son cœur brisé et cruel.;ViegoQ;Lame du roi déchu;La lame spectrale de Viego inflige passivement un pourcentage des PV actuels de la cible en dégâts supplémentaires <OnHit>à l'impact</OnHit> et frappe deux fois les ennemis qu'il a récemment touchés avec une compétence, leur volant au passage des PV.<br><br>Viego peut activer cette compétence pour donner un coup d'estoc, empalant ainsi les ennemis devant lui.;ViegoW;Gueule spectrale;Viego charge son attaque avant de se ruer vers l'avant, projetant une boule de Brume noire concentrée qui étourdit le premier ennemi touché.;ViegoE;Chemin tourmenté;Viego ordonne à la Brume noire de hanter et entourer un élément de terrain. Viego peut se cacher dans la Brume sous forme de spectre, ce qui le camoufle et augmente ses vitesses de déplacement et d'attaque.;ViegoR;Cœur brisé;Viego se téléporte à un endroit proche et exécute un champion ennemi à l'arrivée, lui transperçant le cœur et provoquant une onde de choc destructrice qui repousse les alliés de cet ennemi.;Assujettissement;Les ennemis qui meurent devant Viego deviennent des spectres. Quand il attaque un spectre, Viego prend temporairement le contrôle du corps de l'ennemi mort, récupérant un pourcentage des PV max de la cible et gagnant l'accès à ses compétences de base et à ses objets. Viego ne gagne pas l'accès à l'ultime de la cible, mais peut lancer son propre ultime gratuitement.
Viktor;Héraut de l'arcane;Passant d'être humain maladif à un être entièrement biomécanique, Viktor a adopté sa glorieuse évolution et est devenu une sorte de messie pour ses adeptes. Il a sacrifié sa propre humanité, convaincu qu'éliminer ses émotions éliminerait ses souffrances. Il cherche désormais à apporter la révélation du cœur Hextech au reste du monde, et ce même si ce dernier se révèle incapable d'en comprendre les bénéfices. Après tout, pour ce maître de l'arcane, la violence n'est rien d'autre qu'une variable nécessaire pour équilibrer l'équation ultime.;ViktorQ;Siphonnage;Viktor inflige des dégâts magiques à une unité ennemie, obtient un bouclier et renforce sa prochaine attaque de base.<br><br>Amélioration : le bouclier de Siphonnage est augmenté de 60% et Viktor gagne de la vitesse de déplacement bonus après le lancement.<br>;ViktorW;Champ gravitationnel;Viktor crée un champ gravitationnel qui ralentit les ennemis dans son rayon d'action. Les ennemis qui restent trop longtemps dans le champ sont étourdis.<br><br>Amélioration : les compétences de Viktor ralentissent les ennemis touchés.<br>;ViktorE;Rayon Hextech;Viktor utilise son bras biomécanique pour tirer un rayon Hextech en ligne droite, infligeant des dégâts à tous les ennemis sur son passage.<br><br>Amélioration : le rayon Hextech provoque une explosion dans son sillage, infligeant des dégâts magiques.<br>;ViktorR;Tempête arcanique;Viktor crée une tempête arcanique dans une zone, infligeant des dégâts magiques et interrompant les canalisations ennemies. La tempête inflige périodiquement des dégâts magiques à tous les ennemis proches et peut être redirigée par Viktor.<br><br>Amélioration : la tempête arcanique se déplace 25% plus vite. Quand un champion meurt après qu'elle lui a infligé des dégâts, elle grandit et sa durée est augmentée.<br><br>;Glorieuse évolution;Viktor gagne des fragments Hextech chaque fois qu'il tue un ennemi. Tous les 100 fragments Hextech, Viktor améliore définitivement une de ses compétences actives. Après avoir amélioré toutes ses compétences de base, il peut récupérer 100 fragments Hextech pour améliorer sa compétence ultime.
